Trigger,Method,MAE,P95_abs_err,InBand,ViolMag,StepRMS,TT_inband,AA_inband,Mix80_20
AD,Constant,0.16389315389347575,0.216,0.016129032258064516,0.13918885281820692,0.0,90.20125398056724,17.09792379976564,31.718589835925965
AD,PD,0.03375957321832329,0.07200000000000001,0.40860215053763443,0.01386710010004372,0.614511572757291,93.49231979663868,22.36543155999186,36.59080920732123
AD,DQN,0.012289858814734302,0.030000000000000027,0.8870967741935484,0.0008973856964547269,2.461047898102911,93.78316724046361,22.700078393037995,36.91669616252312
AD,GRPO,0.010609561770473917,0.025999999999999995,0.9408602150537635,0.00041063703929111603,2.4923531700632484,93.75055779126255,22.589252766809004,36.82151377169971
