chunk,r_best,r_exec,regret
0,1.0854735288601844,-0.574105192981551,1.6595787218417355
1,1.2463358171971444,-0.5974294316524924,1.8437652488496368
2,1.3930723773929563,-0.18092753698859387,1.5739999143815502
3,1.230732656633982,-0.08628311771879874,1.3170157743527808
4,1.400982184885033,0.06622901299790263,1.3347531718871304
5,1.091057301816824,0.14805979624591553,0.9429975055709083
6,1.1069142459206067,0.4373600954483807,0.669554150472226
7,1.2402059836983543,0.3609428977708382,0.8792630859275161
8,1.405638831990771,-0.30386949508145567,1.7095083270722267
9,1.4029843777014788,0.6880580567547041,0.7149263209467747
10,1.401213586461865,-0.4572782843470414,1.8584918708089062
11,1.2412121386182633,0.3562134539416746,0.8849986846765887
12,1.401296855064226,0.630130374540515,0.771166480523711
13,1.2384430129751938,0.3831988539206674,0.8552441590545263
14,1.400332615338877,0.9014832007031839,0.4988494146356932
15,1.4020855421604104,-0.0693662139325094,1.4714517560929197
16,1.4020855421604104,-0.4794855034254047,1.881571045585815
17,1.2449504626026064,-0.8282546080732084,2.0732050706758147
18,1.2439274033705188,-0.09612322070683858,1.3400506240773573
19,1.2443324227539387,0.10441733301885439,1.1399150897350843
20,1.4061341740518232,0.7489157011238435,0.6572184729279796
21,0.3779197845098486,-0.18076878330689317,0.5586885678167417
22,1.2572499432437425,-0.4378421454963889,1.6950920887401315
23,1.2619195944343904,0.4586154826170251,0.8033041118173653
24,1.2461283111346593,-0.48872719219492816,1.7348555033295874
25,1.4052004353100025,-0.3107633952039911,1.7159638305139935
26,1.255629627356878,-0.47349534328495724,1.7291249706418355
27,1.3998664414698003,0.6261277239807613,0.773738717489039
28,1.407318722419789,-0.16866875841579457,1.5759874808355836
29,1.306446274264728,0.28750298266503127,1.0189432915996968
30,0.7702310164760001,-0.021699826012958966,0.7919308424889591
31,0.8582310164760011,-1.07723668596939,1.9354677024453912
32,1.2445411484006934,-0.12849188626280134,1.3730330346634947
33,1.4064473607036097,0.4577442544202972,0.9487031062833124
34,1.2442333394087184,-0.09420292830509641,1.3384362677138149
35,1.256218541982952,0.6504165191936705,0.6058020227892814
36,1.11496097190532,0.2553863621418817,0.8595746097634382
37,1.0088357594301594,-0.13107569759240495,1.1399114570225644
38,1.2668988584861889,0.7214927054004656,0.5454061530857233
39,1.41489865607761,0.7192701754258352,0.6956284806517748
40,0.5239526424406757,-0.7101020610204671,1.2340547034611429
41,1.4079712091373644,0.6759855706301106,0.7319856385072538
42,0.6210260581908859,-0.8684100637477913,1.4894361219386771
43,1.2599719291875575,0.2971878387302104,0.9627840904573471
44,1.2496277582354138,-0.45040037416770556,1.7000281324031195
45,1.413241547966665,-0.23866842990008919,1.651909977866754
46,0.6261268187459788,-1.110336765253676,1.7364635839996547
47,1.0154861364564551,-0.7786005985578274,1.7940867350142824
48,1.250286606172288,0.8939241053688132,0.35636250080347476
49,1.2522385253725186,-0.629375863323722,1.8816143886962404
50,1.250284573340958,0.31611872076135183,0.9341658525796062
51,1.2532365797558331,0.08204004533743339,1.1711965344183997
52,1.2513409955180796,0.3022676198238032,0.9490733756942764
53,1.2541289208411546,-0.305097266643104,1.5592261874842586
54,0.7780245482995936,-0.940263122889664,1.7182876711892576
55,1.4123676285752516,0.5943974826947426,0.817970145880509
56,1.2525429339628524,-0.2578549010948194,1.510397835057672
57,1.4107214568336608,0.6502116827110153,0.7605097741226455
58,1.2654528939867364,0.7594915896068832,0.5059613043798532
59,1.413448073818556,0.16312229238243248,1.2503257814361235
60,1.255313646003446,-0.03896858802554953,1.2942822340289954
61,1.2516336202282468,0.8842495220900766,0.3673840981381702
62,1.4143675086571954,0.21836774016352925,1.195999768493666
63,1.418269174075629,0.45747653980217695,0.9607926342734521
64,1.267310157143151,0.7730814764549556,0.4942286806881955
65,1.2702746337755686,0.44628212984073085,0.8239925039348377
66,1.4162871943967044,0.9718835077397792,0.4444036866569252
67,1.006238520268576,-0.5337486124899338,1.5399871327585097
68,1.258401214984358,0.09273971302290807,1.1656615019614498
69,0.7784014756468888,-1.308001570346229,2.086403045993118
70,1.2563319113842697,0.1339655037637404,1.1223664076205293
71,1.4143067089469568,0.2927357234294776,1.1215709855174791
72,1.4183999229042734,0.7852107839225695,0.6331891389817039
73,1.2663065310385808,-0.4948736548514484,1.7611801858900291
74,0.9653575238601196,0.3055383060121689,0.6598192178479507
75,1.2653021015493888,-0.24906456111623756,1.5143666626656265
76,1.259455778303832,-0.22974739993058418,1.4892031782344162
77,1.2573549595566225,0.5025751387560249,0.7547798208005976
78,0.9623091740633124,-0.6826727953867339,1.6449819694500463
79,1.2533013738349246,0.33844104543206144,0.9148603284028631
80,1.2506575725961138,0.32929638859930044,0.9213611839968133
81,1.2693806929759153,0.31881179152295663,0.9505689014529586
82,1.4164119165150364,-0.29439207511900456,1.710803991634041
83,1.4184015153711809,-0.4470665905152817,1.8654681058864626
84,1.2755919330925165,-0.1991797814675175,1.474771714560034
85,1.4278081584349889,0.06492595389649343,1.3628822045384954
86,1.2656706153295825,0.8322546504876172,0.4334159648419653
87,1.4246548814359248,-0.35217059347019497,1.7768254749061199
88,1.11139476296851,-0.3489846093503083,1.460379372318818
89,1.132654881435925,-0.6263704456858169,1.759025327121742
90,1.4246547512461691,0.353751316955747,1.0709034342904222
91,1.420423133497955,0.9396882888156931,0.4807348446822618
92,0.0755913693855724,-0.8410164899043968,0.9166078592899692
93,0.7804254654112728,-0.14350939042320415,0.9239348558344769
94,1.132060439385181,-0.5439747481881245,1.6760351875733055
95,1.1154850329008736,0.4932609515859593,0.6222240813149144
96,0.7814119107803915,0.22822656446296535,0.5531853463174261
97,1.2744322134925017,0.7274824817660381,0.5469497317264636
98,1.277637658823738,-0.19371339221304457,1.4713510510367824
99,1.417398983128846,-0.170143941574007,1.587542924702853
100,0.5354845940123292,-0.4433603408271994,0.9788449348395285
101,1.1104515032249689,-0.35280297205129585,1.4632544752762646
102,1.4184510082628592,0.4543974758997836,0.9640535323630757
103,1.2584515032249688,-0.026797061421397483,1.2852485646463663
104,-0.3306015245168258,-1.2807707957605021,0.9501692712436763
105,0.6314936255875618,-0.37796583360232583,1.0094594591898876
106,0.2204766047337799,-1.5767422042024761,1.797218808936256
107,1.1154853254837436,0.34813450709168536,0.7673508183920582
108,0.6352420189137231,-0.6945877625638542,1.3298297814775775
109,1.2739171396510245,-0.3750821264511341,1.6489992661021586
110,0.7798007542207432,-0.13220838071013102,0.9120091349308743
111,1.0223279016401154,-0.18937481164630873,1.2117027132864242
112,1.4283268623164234,-0.09932772601184162,1.527654588328265
113,1.4239228619244653,0.6619218449209334,0.7620010170035318
114,0.2219171396510245,-1.4241040071495221,1.6460211468005466
115,1.2769976339200353,0.006329366667021564,1.2706682672530136
116,1.2718012604129147,0.30323396809306313,0.9685672923198516
117,1.275922212268713,0.8118675741215187,0.4640546381471944
118,1.4239128473766482,1.0105280347180103,0.4133848126586379
119,1.4229157365225418,0.3529322049521922,1.0699835315703496
120,1.2649985234033323,-0.20310079841978043,1.4680993218231126
121,1.2585748475624172,0.1462919515520921,1.112282896010325
122,1.4236762286049216,-0.17598451668365525,1.599660745288577
123,1.2657849985224552,-0.08469704417868731,1.3504820427011426
124,1.4257819797002969,0.6841384519841738,0.7416435277161231
125,1.427891683234137,0.13832689862359257,1.2895647846105445
126,1.265776522896884,0.2281329260339561,1.0376435968629278
