a,aa_after,bg_after,bg_before,chunk,cut_before,cut_next,delta,executed,k,micro,occ_mid,reward_exec,reward_raw,shielded,tt_after
0,22.988037828020293,0.33,0.33,39,203.0,201.0,-2.0,,3,195,0.0015999999595806003,,-1.9638786661375356,,97.53631455160613
4,22.06582326047473,0.3,0.33,39,203.0,205.0,2.0,,4,195,0.0015999999595806003,,-1.1988732839754603,,97.24876737589761
1,22.748481242562786,0.33,0.33,39,203.0,202.0,-1.0,,5,195,0.0015999999595806003,,-1.8646078203308059,,97.47380429601732
2,22.513621845055425,0.33,0.33,39,203.0,203.0,0.0,,6,195,0.0015999999595806003,,-1.7653713373270878,,97.40035474570047
0,22.988037828020293,0.33,0.33,39,203.0,201.0,-2.0,,7,195,0.0015999999595806003,,-1.9638786661375356,,97.53631455160613
1,22.748481242562786,0.33,0.33,39,203.0,202.0,-1.0,,8,195,0.0015999999595806003,,-1.8646078203308059,,97.47380429601732
1,22.748481242562786,0.33,0.33,39,203.0,202.0,-1.0,,9,195,0.0015999999595806003,,-1.8646078203308059,,97.47380429601732
3,22.261539425064196,0.3,0.33,39,203.0,204.0,1.0,,10,195,0.0015999999595806003,,-1.0981818024194552,,97.32377968260418
1,22.748481242562786,0.33,0.33,39,203.0,202.0,-1.0,,11,195,0.0015999999595806003,,-1.8646078203308059,,97.47380429601732
3,22.261539425064196,0.3,0.33,39,203.0,204.0,1.0,,12,195,0.0015999999595806003,,-1.0981818024194552,,97.32377968260418
0,22.988037828020293,0.33,0.33,39,203.0,201.0,-2.0,,13,195,0.0015999999595806003,,-1.9638786661375356,,97.53631455160613
1,22.748481242562786,0.33,0.33,39,203.0,202.0,-1.0,,14,195,0.0015999999595806003,,-1.8646078203308059,,97.47380429601732
3,22.261539425064196,0.3,0.33,39,203.0,204.0,1.0,,15,195,0.0015999999595806003,,-1.0981818024194552,,97.32377968260418
3,22.06582326047473,0.3,0.33,39,203.0,205.0,2.0,1,2,195,0.0015999999595806003,-1.1988732839754603,-1.0981818437576294,1,97.24876737589761
3,21.83879250955095,0.19,0.19,39,205.0,206.0,1.0,,0,196,0.0013000000035390258,,-1.067643022268031,,97.16984817821674
0,22.513621845055425,0.21,0.19,39,205.0,203.0,-2.0,,1,196,0.0013000000035390258,,-0.5573713373270873,,97.40035474570047
1,22.261539425064196,0.19,0.19,39,205.0,204.0,-1.0,,2,196,0.0013000000035390258,,-1.066181802419455,,97.32377968260418
3,21.83879250955095,0.19,0.19,39,205.0,206.0,1.0,,3,196,0.0013000000035390258,,-1.067643022268031,,97.16984817821674
2,22.06582326047473,0.19,0.19,39,205.0,205.0,0.0,,4,196,0.0013000000035390258,,-0.9668732839754599,,97.24876737589761
3,21.83879250955095,0.19,0.19,39,205.0,206.0,1.0,,5,196,0.0013000000035390258,,-1.067643022268031,,97.16984817821674
3,21.83879250955095,0.19,0.19,39,205.0,206.0,1.0,,6,196,0.0013000000035390258,,-1.067643022268031,,97.16984817821674
1,22.261539425064196,0.19,0.19,39,205.0,204.0,-1.0,,7,196,0.0013000000035390258,,-1.066181802419455,,97.32377968260418
2,22.06582326047473,0.19,0.19,39,205.0,205.0,0.0,,8,196,0.0013000000035390258,,-0.9668732839754599,,97.24876737589761
1,22.261539425064196,0.19,0.19,39,205.0,204.0,-1.0,,9,196,0.0013000000035390258,,-1.066181802419455,,97.32377968260418
1,22.261539425064196,0.19,0.19,39,205.0,204.0,-1.0,,10,196,0.0013000000035390258,,-1.066181802419455,,97.32377968260418
2,22.06582326047473,0.19,0.19,39,205.0,205.0,0.0,,11,196,0.0013000000035390258,,-0.9668732839754599,,97.24876737589761
4,21.62585332247761,0.19,0.19,39,205.0,207.0,2.0,,12,196,0.0013000000035390258,,-1.1683814519201217,,97.09171035873072
2,22.06582326047473,0.19,0.19,39,205.0,205.0,0.0,,13,196,0.0013000000035390258,,-0.9668732839754599,,97.24876737589761
3,21.83879250955095,0.19,0.19,39,205.0,206.0,1.0,,14,196,0.0013000000035390258,,-1.067643022268031,,97.16984817821674
3,21.83879250955095,0.19,0.19,39,205.0,206.0,1.0,,15,196,0.0013000000035390258,,-1.067643022268031,,97.16984817821674
0,22.513621845055425,0.21,0.19,39,205.0,203.0,-2.0,1,1,196,0.0013000000035390258,-0.5573713373270873,-0.5573713183403015,1,97.40035474570047
0,22.988037828020293,0.33,0.32,39,203.0,201.0,-2.0,,0,197,0.0007999999797903001,,-2.0118786661375356,,97.53631455160613
0,22.988037828020293,0.33,0.32,39,203.0,201.0,-2.0,,1,197,0.0007999999797903001,,-2.0118786661375356,,97.53631455160613
3,22.261539425064196,0.32,0.32,39,203.0,204.0,1.0,,2,197,0.0007999999797903001,,-1.4661818024194553,,97.32377968260418
0,22.988037828020293,0.33,0.32,39,203.0,201.0,-2.0,,3,197,0.0007999999797903001,,-2.0118786661375356,,97.53631455160613
4,22.06582326047473,0.32,0.32,39,203.0,205.0,2.0,,4,197,0.0007999999797903001,,-1.5668732839754602,,97.24876737589761
2,22.513621845055425,0.32,0.32,39,203.0,203.0,0.0,,5,197,0.0007999999797903001,,-1.3653713373270875,,97.40035474570047
4,22.06582326047473,0.32,0.32,39,203.0,205.0,2.0,,6,197,0.0007999999797903001,,-1.5668732839754602,,97.24876737589761
2,22.513621845055425,0.32,0.32,39,203.0,203.0,0.0,,7,197,0.0007999999797903001,,-1.3653713373270875,,97.40035474570047
2,22.513621845055425,0.32,0.32,39,203.0,203.0,0.0,,8,197,0.0007999999797903001,,-1.3653713373270875,,97.40035474570047
3,22.261539425064196,0.32,0.32,39,203.0,204.0,1.0,,9,197,0.0007999999797903001,,-1.4661818024194553,,97.32377968260418
2,22.513621845055425,0.32,0.32,39,203.0,203.0,0.0,,10,197,0.0007999999797903001,,-1.3653713373270875,,97.40035474570047
1,22.748481242562786,0.33,0.32,39,203.0,202.0,-1.0,,11,197,0.0007999999797903001,,-1.912607820330806,,97.47380429601732
4,22.06582326047473,0.32,0.32,39,203.0,205.0,2.0,,12,197,0.0007999999797903001,,-1.5668732839754602,,97.24876737589761
3,22.261539425064196,0.32,0.32,39,203.0,204.0,1.0,,13,197,0.0007999999797903001,,-1.4661818024194553,,97.32377968260418
0,22.988037828020293,0.33,0.32,39,203.0,201.0,-2.0,,14,197,0.0007999999797903001,,-2.0118786661375356,,97.53631455160613
1,22.748481242562786,0.33,0.32,39,203.0,202.0,-1.0,,15,197,0.0007999999797903001,,-1.912607820330806,,97.47380429601732
2,22.06582326047473,0.32,0.32,39,203.0,205.0,2.0,1,5,197,0.0007999999797903001,-1.5668732839754602,-1.3653713464736938,1,97.24876737589761
2,22.06582326047473,0.29,0.29,39,205.0,205.0,0.0,,0,198,0.0010000000474974513,,-0.1668732839754592,,97.24876737589761
2,22.06582326047473,0.29,0.29,39,205.0,205.0,0.0,,1,198,0.0010000000474974513,,-0.1668732839754592,,97.24876737589761
2,22.06582326047473,0.29,0.29,39,205.0,205.0,0.0,,2,198,0.0010000000474974513,,-0.1668732839754592,,97.24876737589761
3,21.83879250955095,0.29,0.29,39,205.0,206.0,1.0,,3,198,0.0010000000474974513,,-0.2676430222680303,,97.16984817821674
0,22.513621845055425,0.29,0.29,39,205.0,203.0,-2.0,,4,198,0.0010000000474974513,,-0.36537133732708643,,97.40035474570047
4,21.62585332247761,0.29,0.29,39,205.0,207.0,2.0,,5,198,0.0010000000474974513,,-0.36838145192012106,,97.09171035873072
4,21.62585332247761,0.29,0.29,39,205.0,207.0,2.0,,6,198,0.0010000000474974513,,-0.36838145192012106,,97.09171035873072
3,21.83879250955095,0.29,0.29,39,205.0,206.0,1.0,,7,198,0.0010000000474974513,,-0.2676430222680303,,97.16984817821674
2,22.06582326047473,0.29,0.29,39,205.0,205.0,0.0,,8,198,0.0010000000474974513,,-0.1668732839754592,,97.24876737589761
0,22.513621845055425,0.29,0.29,39,205.0,203.0,-2.0,,9,198,0.0010000000474974513,,-0.36537133732708643,,97.40035474570047
2,22.06582326047473,0.29,0.29,39,205.0,205.0,0.0,,10,198,0.0010000000474974513,,-0.1668732839754592,,97.24876737589761
2,22.06582326047473,0.29,0.29,39,205.0,205.0,0.0,,11,198,0.0010000000474974513,,-0.1668732839754592,,97.24876737589761
2,22.06582326047473,0.29,0.29,39,205.0,205.0,0.0,,12,198,0.0010000000474974513,,-0.1668732839754592,,97.24876737589761
4,21.62585332247761,0.29,0.29,39,205.0,207.0,2.0,,13,198,0.0010000000474974513,,-0.36838145192012106,,97.09171035873072
3,21.83879250955095,0.29,0.29,39,205.0,206.0,1.0,,14,198,0.0010000000474974513,,-0.2676430222680303,,97.16984817821674
1,22.261539425064196,0.29,0.29,39,205.0,204.0,-1.0,,15,198,0.0010000000474974513,,-0.2661818024194541,,97.32377968260418
2,21.62585332247761,0.29,0.29,39,205.0,207.0,2.0,1,0,198,0.0010000000474974513,-0.36838145192012106,-0.1668732911348343,1,97.09171035873072
0,22.06582326047473,0.19,0.18,39,207.0,205.0,-2.0,,0,199,0.0008999999845400453,,-1.21487328397546,,97.24876737589761
3,21.37690236111981,0.18,0.18,39,207.0,208.0,1.0,,1,199,0.0008999999845400453,,-1.4692044071718997,,97.01044702646529
2,21.62585332247761,0.18,0.18,39,207.0,207.0,0.0,,2,199,0.0008999999845400453,,-1.368381451920122,,97.09171035873072
0,22.06582326047473,0.19,0.18,39,207.0,205.0,-2.0,,3,199,0.0008999999845400453,,-1.21487328397546,,97.24876737589761
0,22.06582326047473,0.19,0.18,39,207.0,205.0,-2.0,,4,199,0.0008999999845400453,,-1.21487328397546,,97.24876737589761
3,21.37690236111981,0.18,0.18,39,207.0,208.0,1.0,,5,199,0.0008999999845400453,,-1.4692044071718997,,97.01044702646529
0,22.06582326047473,0.19,0.18,39,207.0,205.0,-2.0,,6,199,0.0008999999845400453,,-1.21487328397546,,97.24876737589761
1,21.83879250955095,0.18,0.18,39,207.0,206.0,-1.0,,7,199,0.0008999999845400453,,-1.4676430222680314,,97.16984817821674
2,21.62585332247761,0.18,0.18,39,207.0,207.0,0.0,,8,199,0.0008999999845400453,,-1.368381451920122,,97.09171035873072
2,21.62585332247761,0.18,0.18,39,207.0,207.0,0.0,,9,199,0.0008999999845400453,,-1.368381451920122,,97.09171035873072
0,22.06582326047473,0.19,0.18,39,207.0,205.0,-2.0,,10,199,0.0008999999845400453,,-1.21487328397546,,97.24876737589761
1,21.83879250955095,0.18,0.18,39,207.0,206.0,-1.0,,11,199,0.0008999999845400453,,-1.4676430222680314,,97.16984817821674
0,22.06582326047473,0.19,0.18,39,207.0,205.0,-2.0,,12,199,0.0008999999845400453,,-1.21487328397546,,97.24876737589761
4,21.18275192584706,0.17,0.18,39,207.0,209.0,2.0,,13,199,0.0008999999845400453,,-2.017942765473741,,96.92293266864095
4,21.18275192584706,0.17,0.18,39,207.0,209.0,2.0,,14,199,0.0008999999845400453,,-2.017942765473741,,96.92293266864095
4,21.18275192584706,0.17,0.18,39,207.0,209.0,2.0,,15,199,0.0008999999845400453,,-2.017942765473741,,96.92293266864095
0,22.06582326047473,0.19,0.18,39,207.0,205.0,-2.0,1,0,199,0.0008999999845400453,-1.21487328397546,-1.2148733139038086,1,97.24876737589761
3,21.83879250955095,0.23,0.25,40,205.0,206.0,1.0,,0,200,0.0012000000569969416,,0.5003570661880354,,97.16987029223316
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,,1,200,0.0012000000569969416,,1.4331268020139953,,97.24878887326145
3,21.83879250955095,0.23,0.25,40,205.0,206.0,1.0,,2,200,0.0012000000569969416,,0.5003570661880354,,97.16987029223316
3,21.83879250955095,0.23,0.25,40,205.0,206.0,1.0,,3,200,0.0012000000569969416,,0.5003570661880354,,97.16987029223316
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,,4,200,0.0012000000569969416,,1.4331268020139953,,97.24878887326145
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,,5,200,0.0012000000569969416,,1.4331268020139953,,97.24878887326145
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,,6,200,0.0012000000569969416,,1.4331268020139953,,97.24878887326145
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,,7,200,0.0012000000569969416,,1.4331268020139953,,97.24878887326145
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,,8,200,0.0012000000569969416,,1.4331268020139953,,97.24878887326145
1,22.261539425064196,0.25,0.25,40,205.0,204.0,-1.0,,9,200,0.0012000000569969416,,1.3338182812254995,,97.32380059384279
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,,10,200,0.0012000000569969416,,1.4331268020139953,,97.24878887326145
3,21.83879250955095,0.23,0.25,40,205.0,206.0,1.0,,11,200,0.0012000000569969416,,0.5003570661880354,,97.16987029223316
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,,12,200,0.0012000000569969416,,1.4331268020139953,,97.24878887326145
3,21.83879250955095,0.23,0.25,40,205.0,206.0,1.0,,13,200,0.0012000000569969416,,0.5003570661880354,,97.16987029223316
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,,14,200,0.0012000000569969416,,1.4331268020139953,,97.24878887326145
3,21.83879250955095,0.23,0.25,40,205.0,206.0,1.0,,15,200,0.0012000000569969416,,0.5003570661880354,,97.16987029223316
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,1,1,200,0.0012000000569969416,1.4331268020139953,1.4331268072128296,0,97.24878887326145
3,21.83879250955095,0.13,0.14,40,205.0,206.0,1.0,,0,201,0.0007999999797903001,,-3.5156429338119652,,97.16987029223316
2,22.06582326047473,0.14,0.14,40,205.0,205.0,0.0,,1,201,0.0007999999797903001,,-2.966873197986004,,97.24878887326145
3,21.83879250955095,0.13,0.14,40,205.0,206.0,1.0,,2,201,0.0007999999797903001,,-3.5156429338119652,,97.16987029223316
0,22.513621845055425,0.16,0.14,40,205.0,203.0,-2.0,,3,201,0.0007999999797903001,,-2.557371256075477,,97.4003750586029
1,22.261539425064196,0.15,0.14,40,205.0,204.0,-1.0,,4,201,0.0007999999797903001,,-2.7141817187745003,,97.32380059384279
1,22.261539425064196,0.15,0.14,40,205.0,204.0,-1.0,,5,201,0.0007999999797903001,,-2.7141817187745003,,97.32380059384279
2,22.06582326047473,0.14,0.14,40,205.0,205.0,0.0,,6,201,0.0007999999797903001,,-2.966873197986004,,97.24878887326145
3,21.83879250955095,0.13,0.14,40,205.0,206.0,1.0,,7,201,0.0007999999797903001,,-3.5156429338119652,,97.16987029223316
1,22.261539425064196,0.15,0.14,40,205.0,204.0,-1.0,,8,201,0.0007999999797903001,,-2.7141817187745003,,97.32380059384279
0,22.513621845055425,0.16,0.14,40,205.0,203.0,-2.0,,9,201,0.0007999999797903001,,-2.557371256075477,,97.4003750586029
1,22.261539425064196,0.15,0.14,40,205.0,204.0,-1.0,,10,201,0.0007999999797903001,,-2.7141817187745003,,97.32380059384279
2,22.06582326047473,0.14,0.14,40,205.0,205.0,0.0,,11,201,0.0007999999797903001,,-2.966873197986004,,97.24878887326145
2,22.06582326047473,0.14,0.14,40,205.0,205.0,0.0,,12,201,0.0007999999797903001,,-2.966873197986004,,97.24878887326145
1,22.261539425064196,0.15,0.14,40,205.0,204.0,-1.0,,13,201,0.0007999999797903001,,-2.7141817187745003,,97.32380059384279
1,22.261539425064196,0.15,0.14,40,205.0,204.0,-1.0,,14,201,0.0007999999797903001,,-2.7141817187745003,,97.32380059384279
2,22.06582326047473,0.14,0.14,40,205.0,205.0,0.0,,15,201,0.0007999999797903001,,-2.966873197986004,,97.24878887326145
0,22.513621845055425,0.16,0.14,40,205.0,203.0,-2.0,1,3,201,0.0007999999797903001,-2.557371256075477,-2.557371139526367,1,97.4003750586029
2,22.513621845055425,0.27,0.27,40,203.0,203.0,0.0,,0,202,0.0010999999940395355,,0.7946287439245214,,97.4003750586029
2,22.513621845055425,0.27,0.27,40,203.0,203.0,0.0,,1,202,0.0010999999940395355,,0.7946287439245214,,97.4003750586029
2,22.513621845055425,0.27,0.27,40,203.0,203.0,0.0,,2,202,0.0010999999940395355,,0.7946287439245214,,97.4003750586029
3,22.261539425064196,0.27,0.27,40,203.0,204.0,1.0,,3,202,0.0010999999940395355,,0.6938182812254985,,97.32380059384279
2,22.513621845055425,0.27,0.27,40,203.0,203.0,0.0,,4,202,0.0010999999940395355,,0.7946287439245214,,97.4003750586029
3,22.261539425064196,0.27,0.27,40,203.0,204.0,1.0,,5,202,0.0010999999940395355,,0.6938182812254985,,97.32380059384279
0,22.988037828020293,0.28,0.27,40,203.0,201.0,-2.0,,6,202,0.0010999999940395355,,-0.011878589135334225,,97.53633380215659
2,22.513621845055425,0.27,0.27,40,203.0,203.0,0.0,,7,202,0.0010999999940395355,,0.7946287439245214,,97.4003750586029
1,22.748481242562786,0.27,0.27,40,203.0,202.0,-1.0,,8,202,0.0010999999940395355,,0.6953922586251463,,97.47382403500546
0,22.988037828020293,0.28,0.27,40,203.0,201.0,-2.0,,9,202,0.0010999999940395355,,-0.011878589135334225,,97.53633380215659
2,22.513621845055425,0.27,0.27,40,203.0,203.0,0.0,,10,202,0.0010999999940395355,,0.7946287439245214,,97.4003750586029
2,22.513621845055425,0.27,0.27,40,203.0,203.0,0.0,,11,202,0.0010999999940395355,,0.7946287439245214,,97.4003750586029
2,22.513621845055425,0.27,0.27,40,203.0,203.0,0.0,,12,202,0.0010999999940395355,,0.7946287439245214,,97.4003750586029
4,22.06582326047473,0.27,0.27,40,203.0,205.0,2.0,,13,202,0.0010999999940395355,,0.5931268020139941,,97.24878887326145
3,22.261539425064196,0.27,0.27,40,203.0,204.0,1.0,,14,202,0.0010999999940395355,,0.6938182812254985,,97.32380059384279
1,22.748481242562786,0.27,0.27,40,203.0,202.0,-1.0,,15,202,0.0010999999940395355,,0.6953922586251463,,97.47382403500546
2,22.513621845055425,0.27,0.27,40,203.0,203.0,0.0,1,0,202,0.0010999999940395355,0.7946287439245214,0.7946287393569946,0,97.4003750586029
2,22.513621845055425,0.28,0.28,40,203.0,203.0,0.0,,0,203,0.0013000000035390258,,0.2346287439245215,,97.4003750586029
4,22.06582326047473,0.26,0.28,40,203.0,205.0,2.0,,1,203,0.0013000000035390258,,0.8811268020139946,,97.24878887326145
3,22.261539425064196,0.28,0.28,40,203.0,204.0,1.0,,2,203,0.0013000000035390258,,0.13381828122549852,,97.32380059384279
2,22.513621845055425,0.28,0.28,40,203.0,203.0,0.0,,3,203,0.0013000000035390258,,0.2346287439245215,,97.4003750586029
1,22.748481242562786,0.29,0.28,40,203.0,202.0,-1.0,,4,203,0.0013000000035390258,,-0.3126077413748513,,97.47382403500546
2,22.513621845055425,0.28,0.28,40,203.0,203.0,0.0,,5,203,0.0013000000035390258,,0.2346287439245215,,97.4003750586029
1,22.748481242562786,0.29,0.28,40,203.0,202.0,-1.0,,6,203,0.0013000000035390258,,-0.3126077413748513,,97.47382403500546
2,22.513621845055425,0.28,0.28,40,203.0,203.0,0.0,,7,203,0.0013000000035390258,,0.2346287439245215,,97.4003750586029
0,22.988037828020293,0.29,0.28,40,203.0,201.0,-2.0,,8,203,0.0013000000035390258,,-0.4118785891353318,,97.53633380215659
4,22.06582326047473,0.26,0.28,40,203.0,205.0,2.0,,9,203,0.0013000000035390258,,0.8811268020139946,,97.24878887326145
0,22.988037828020293,0.29,0.28,40,203.0,201.0,-2.0,,10,203,0.0013000000035390258,,-0.4118785891353318,,97.53633380215659
4,22.06582326047473,0.26,0.28,40,203.0,205.0,2.0,,11,203,0.0013000000035390258,,0.8811268020139946,,97.24878887326145
3,22.261539425064196,0.28,0.28,40,203.0,204.0,1.0,,12,203,0.0013000000035390258,,0.13381828122549852,,97.32380059384279
3,22.261539425064196,0.28,0.28,40,203.0,204.0,1.0,,13,203,0.0013000000035390258,,0.13381828122549852,,97.32380059384279
0,22.988037828020293,0.29,0.28,40,203.0,201.0,-2.0,,14,203,0.0013000000035390258,,-0.4118785891353318,,97.53633380215659
3,22.261539425064196,0.28,0.28,40,203.0,204.0,1.0,,15,203,0.0013000000035390258,,0.13381828122549852,,97.32380059384279
4,22.06582326047473,0.26,0.28,40,203.0,205.0,2.0,1,1,203,0.0013000000035390258,0.8811268020139946,0.8811268210411072,1,97.24878887326145
4,21.62585332247761,0.24,0.25,40,205.0,207.0,2.0,,0,204,0.0012000000569969416,,1.023618638978132,,97.09173308329426
3,21.83879250955095,0.24,0.25,40,205.0,206.0,1.0,,1,204,0.0012000000569969416,,1.1243570661880342,,97.16987029223316
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,,2,204,0.0012000000569969416,,1.4331268020139953,,97.24878887326145
3,21.83879250955095,0.24,0.25,40,205.0,206.0,1.0,,3,204,0.0012000000569969416,,1.1243570661880342,,97.16987029223316
3,21.83879250955095,0.24,0.25,40,205.0,206.0,1.0,,4,204,0.0012000000569969416,,1.1243570661880342,,97.16987029223316
0,22.513621845055425,0.27,0.25,40,205.0,203.0,-2.0,,5,204,0.0012000000569969416,,0.40262874392452114,,97.4003750586029
1,22.261539425064196,0.26,0.25,40,205.0,204.0,-1.0,,6,204,0.0012000000569969416,,1.125818281225499,,97.32380059384279
4,21.62585332247761,0.24,0.25,40,205.0,207.0,2.0,,7,204,0.0012000000569969416,,1.023618638978132,,97.09173308329426
1,22.261539425064196,0.26,0.25,40,205.0,204.0,-1.0,,8,204,0.0012000000569969416,,1.125818281225499,,97.32380059384279
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,,9,204,0.0012000000569969416,,1.4331268020139953,,97.24878887326145
3,21.83879250955095,0.24,0.25,40,205.0,206.0,1.0,,10,204,0.0012000000569969416,,1.1243570661880342,,97.16987029223316
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,,11,204,0.0012000000569969416,,1.4331268020139953,,97.24878887326145
0,22.513621845055425,0.27,0.25,40,205.0,203.0,-2.0,,12,204,0.0012000000569969416,,0.40262874392452114,,97.4003750586029
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,,13,204,0.0012000000569969416,,1.4331268020139953,,97.24878887326145
0,22.513621845055425,0.27,0.25,40,205.0,203.0,-2.0,,14,204,0.0012000000569969416,,0.40262874392452114,,97.4003750586029
0,22.513621845055425,0.27,0.25,40,205.0,203.0,-2.0,,15,204,0.0012000000569969416,,0.40262874392452114,,97.4003750586029
2,22.06582326047473,0.25,0.25,40,205.0,205.0,0.0,1,2,204,0.0012000000569969416,1.4331268020139953,1.4331268072128296,0,97.24878887326145
