a,aa_after,bg_after,bg_before,chunk,cut_before,cut_next,delta,executed,k,micro,occ_mid,reward_best_sample,reward_exec,reward_raw,shielded,tt_after
0,17.188256170350055,0.28,0.27,0,151.16253761291503,149.66253761291503,-1.5,,15,3,9.999999747378752e-05,,,-0.05203369943765905,,90.3974470554105
3,17.188256170350055,0.26,0.27,0,151.16253761291503,149.66253761291503,0.75,1,9,3,9.999999747378752e-05,1.0854735374450684,1.0854735288601844,,0,90.3974470554105
3,16.752702048717534,0.3,0.3,0,151.91253761291503,152.66253761291503,0.75,,0,4,9.999999747378752e-05,,,-0.7072919766477258,,89.80065481370964
2,16.84949185352476,0.3,0.3,0,151.91253761291503,151.91253761291503,0.0,,1,4,9.999999747378752e-05,,,-0.6065264711398147,,89.94363628828381
2,16.84949185352476,0.3,0.3,0,151.91253761291503,151.91253761291503,0.0,,2,4,9.999999747378752e-05,,,-0.6065264711398147,,89.94363628828381
0,17.07533473140829,0.31,0.3,0,151.91253761291503,150.41253761291503,-1.5,,3,4,9.999999747378752e-05,,,-1.25276515796476,,90.2710431431058
1,16.950314566865625,0.31,0.3,0,151.91253761291503,151.16253761291503,-0.75,,4,4,9.999999747378752e-05,,,-1.153661723222355,,90.1094119109785
0,17.07533473140829,0.31,0.3,0,151.91253761291503,150.41253761291503,-1.5,,5,4,9.999999747378752e-05,,,-1.25276515796476,,90.2710431431058
3,16.752702048717534,0.3,0.3,0,151.91253761291503,152.66253761291503,0.75,,6,4,9.999999747378752e-05,,,-0.7072919766477258,,89.80065481370964
3,16.752702048717534,0.3,0.3,0,151.91253761291503,152.66253761291503,0.75,,7,4,9.999999747378752e-05,,,-0.7072919766477258,,89.80065481370964
2,16.84949185352476,0.3,0.3,0,151.91253761291503,151.91253761291503,0.0,,8,4,9.999999747378752e-05,,,-0.6065264711398147,,89.94363628828381
2,16.84949185352476,0.3,0.3,0,151.91253761291503,151.91253761291503,0.0,,9,4,9.999999747378752e-05,,,-0.6065264711398147,,89.94363628828381
2,16.84949185352476,0.3,0.3,0,151.91253761291503,151.91253761291503,0.0,,10,4,9.999999747378752e-05,,,-0.6065264711398147,,89.94363628828381
3,16.752702048717534,0.3,0.3,0,151.91253761291503,152.66253761291503,0.75,,11,4,9.999999747378752e-05,,,-0.7072919766477258,,89.80065481370964
1,16.950314566865625,0.31,0.3,0,151.91253761291503,151.16253761291503,-0.75,,12,4,9.999999747378752e-05,,,-1.153661723222355,,90.1094119109785
3,16.752702048717534,0.3,0.3,0,151.91253761291503,152.66253761291503,0.75,,13,4,9.999999747378752e-05,,,-0.7072919766477258,,89.80065481370964
3,16.752702048717534,0.3,0.3,0,151.91253761291503,152.66253761291503,0.75,,14,4,9.999999747378752e-05,,,-0.7072919766477258,,89.80065481370964
0,17.07533473140829,0.31,0.3,0,151.91253761291503,150.41253761291503,-1.5,,15,4,9.999999747378752e-05,,,-1.25276515796476,,90.2710431431058
2,17.07533473140829,0.3,0.3,0,151.91253761291503,150.41253761291503,1.5,1,1,4,9.999999747378752e-05,-0.6065264940261841,-0.8083863578322168,,1,90.2710431431058
1,16.752702048717534,0.18,0.18,1,153.41253761291503,152.66253761291503,-0.75,,0,5,0.0,,,-1.5072945130096007,,89.80002072324112
3,16.49459590256493,0.18,0.18,1,153.41253761291503,154.16253761291503,0.75,,1,5,0.0,,,-1.5092447735870578,,89.44150865195317
0,16.84949185352476,0.18,0.18,1,153.41253761291503,151.91253761291503,-1.5,,2,5,0.0,,,-1.6065289719452147,,89.94301108693399
2,16.607517341506696,0.18,0.18,1,153.41253761291503,153.41253761291503,0.0,,3,5,0.0,,,-1.408388944179281,,89.59900528442648
2,16.607517341506696,0.18,0.18,1,153.41253761291503,153.41253761291503,0.0,,4,5,0.0,,,-1.408388944179281,,89.59900528442648
1,16.752702048717534,0.18,0.18,1,153.41253761291503,152.66253761291503,-0.75,,5,5,0.0,,,-1.5072945130096007,,89.80002072324112
2,16.607517341506696,0.18,0.18,1,153.41253761291503,153.41253761291503,0.0,,6,5,0.0,,,-1.408388944179281,,89.59900528442648
4,16.337312469753186,0.17,0.18,1,153.41253761291503,154.91253761291503,1.5,,7,5,0.0,,,-2.0581313019074514,,89.29851828826028
2,16.607517341506696,0.18,0.18,1,153.41253761291503,153.41253761291503,0.0,,8,5,0.0,,,-1.408388944179281,,89.59900528442648
1,16.752702048717534,0.18,0.18,1,153.41253761291503,152.66253761291503,-0.75,,9,5,0.0,,,-1.5072945130096007,,89.80002072324112
1,16.752702048717534,0.18,0.18,1,153.41253761291503,152.66253761291503,-0.75,,10,5,0.0,,,-1.5072945130096007,,89.80002072324112
4,16.337312469753186,0.17,0.18,1,153.41253761291503,154.91253761291503,1.5,,11,5,0.0,,,-2.0581313019074514,,89.29851828826028
1,16.752702048717534,0.18,0.18,1,153.41253761291503,152.66253761291503,-0.75,,12,5,0.0,,,-1.5072945130096007,,89.80002072324112
0,16.84949185352476,0.18,0.18,1,153.41253761291503,151.91253761291503,-1.5,,13,5,0.0,,,-1.6065289719452147,,89.94301108693399
3,16.49459590256493,0.18,0.18,1,153.41253761291503,154.16253761291503,0.75,,14,5,0.0,,,-1.5092447735870578,,89.44150865195317
2,16.607517341506696,0.18,0.18,1,153.41253761291503,153.41253761291503,0.0,,15,5,0.0,,,-1.408388944179281,,89.59900528442648
2,16.607517341506696,0.18,0.18,1,153.41253761291503,153.41253761291503,-1.5,1,3,5,0.0,-1.4083889722824097,-1.6065289719452147,,1,89.59900528442648
0,17.07533473140829,0.33,0.31,1,151.91253761291503,150.41253761291503,-1.5,,0,6,0.0003000000142492354,,,-2.196767577350986,,90.27043829654959
4,16.607517341506696,0.29,0.31,1,151.91253761291503,153.41253761291503,1.5,,1,6,0.0003000000142492354,,,-0.6003889441792802,,89.59900528442648
4,16.607517341506696,0.29,0.31,1,151.91253761291503,153.41253761291503,1.5,,2,6,0.0003000000142492354,,,-0.6003889441792802,,89.59900528442648
4,16.607517341506696,0.29,0.31,1,151.91253761291503,153.41253761291503,1.5,,3,6,0.0003000000142492354,,,-0.6003889441792802,,89.59900528442648
2,16.84949185352476,0.31,0.31,1,151.91253761291503,151.91253761291503,0.0,,4,6,0.0003000000142492354,,,-1.0065289719452144,,89.94301108693399
4,16.607517341506696,0.29,0.31,1,151.91253761291503,153.41253761291503,1.5,,5,6,0.0003000000142492354,,,-0.6003889441792802,,89.59900528442648
4,16.607517341506696,0.29,0.31,1,151.91253761291503,153.41253761291503,1.5,,6,6,0.0003000000142492354,,,-0.6003889441792802,,89.59900528442648
3,16.752702048717534,0.3,0.31,1,151.91253761291503,152.66253761291503,0.75,,7,6,0.0003000000142492354,,,-0.7552945130095999,,89.80002072324112
4,16.607517341506696,0.29,0.31,1,151.91253761291503,153.41253761291503,1.5,,8,6,0.0003000000142492354,,,-0.6003889441792802,,89.59900528442648
2,16.84949185352476,0.31,0.31,1,151.91253761291503,151.91253761291503,0.0,,9,6,0.0003000000142492354,,,-1.0065289719452144,,89.94301108693399
1,16.950314566865625,0.33,0.31,1,151.91253761291503,151.16253761291503,-0.75,,10,6,0.0003000000142492354,,,-2.0976641828028564,,90.10879701585328
3,16.752702048717534,0.3,0.31,1,151.91253761291503,152.66253761291503,0.75,,11,6,0.0003000000142492354,,,-0.7552945130095999,,89.80002072324112
3,16.752702048717534,0.3,0.31,1,151.91253761291503,152.66253761291503,0.75,,12,6,0.0003000000142492354,,,-0.7552945130095999,,89.80002072324112
0,17.07533473140829,0.33,0.31,1,151.91253761291503,150.41253761291503,-1.5,,13,6,0.0003000000142492354,,,-2.196767577350986,,90.27043829654959
0,17.07533473140829,0.33,0.31,1,151.91253761291503,150.41253761291503,-1.5,,14,6,0.0003000000142492354,,,-2.196767577350986,,90.27043829654959
4,16.607517341506696,0.29,0.31,1,151.91253761291503,153.41253761291503,1.5,,15,6,0.0003000000142492354,,,-0.6003889441792802,,89.59900528442648
4,16.607517341506696,0.29,0.31,1,151.91253761291503,153.41253761291503,1.5,1,1,6,0.0003000000142492354,-0.6003889441490173,-0.6003889441792802,,1,89.59900528442648
1,16.752702048717534,0.2,0.19,1,153.41253761291503,152.66253761291503,-0.75,,0,7,0.0,,,-0.7552945130095999,,89.80002072324112
2,16.607517341506696,0.19,0.19,1,153.41253761291503,153.41253761291503,0.0,,1,7,0.0,,,-1.0083889441792806,,89.59900528442648
0,16.84949185352476,0.2,0.19,1,153.41253761291503,151.91253761291503,-1.5,,2,7,0.0,,,-0.854528971945214,,89.94301108693399
3,16.49459590256493,0.19,0.19,1,153.41253761291503,154.16253761291503,0.75,,3,7,0.0,,,-1.1092447735870574,,89.44150865195317
4,16.337312469753186,0.19,0.19,1,153.41253761291503,154.91253761291503,1.5,,4,7,0.0,,,-1.2101313019074522,,89.29851828826028
0,16.84949185352476,0.2,0.19,1,153.41253761291503,151.91253761291503,-1.5,,5,7,0.0,,,-0.854528971945214,,89.94301108693399
2,16.607517341506696,0.19,0.19,1,153.41253761291503,153.41253761291503,0.0,,6,7,0.0,,,-1.0083889441792806,,89.59900528442648
2,16.607517341506696,0.19,0.19,1,153.41253761291503,153.41253761291503,0.0,,7,7,0.0,,,-1.0083889441792806,,89.59900528442648
4,16.337312469753186,0.19,0.19,1,153.41253761291503,154.91253761291503,1.5,,8,7,0.0,,,-1.2101313019074522,,89.29851828826028
1,16.752702048717534,0.2,0.19,1,153.41253761291503,152.66253761291503,-0.75,,9,7,0.0,,,-0.7552945130095999,,89.80002072324112
0,16.84949185352476,0.2,0.19,1,153.41253761291503,151.91253761291503,-1.5,,10,7,0.0,,,-0.854528971945214,,89.94301108693399
4,16.337312469753186,0.19,0.19,1,153.41253761291503,154.91253761291503,1.5,,11,7,0.0,,,-1.2101313019074522,,89.29851828826028
0,16.84949185352476,0.2,0.19,1,153.41253761291503,151.91253761291503,-1.5,,12,7,0.0,,,-0.854528971945214,,89.94301108693399
4,16.337312469753186,0.19,0.19,1,153.41253761291503,154.91253761291503,1.5,,13,7,0.0,,,-1.2101313019074522,,89.29851828826028
4,16.337312469753186,0.19,0.19,1,153.41253761291503,154.91253761291503,1.5,,14,7,0.0,,,-1.2101313019074522,,89.29851828826028
4,16.337312469753186,0.19,0.19,1,153.41253761291503,154.91253761291503,1.5,,15,7,0.0,,,-1.2101313019074522,,89.29851828826028
1,16.337312469753186,0.2,0.19,1,153.41253761291503,154.91253761291503,-1.5,1,0,7,0.0,-0.7552945017814636,-0.854528971945214,,1,89.29851828826028
1,16.950314566865625,0.25,0.24,1,151.91253761291503,151.16253761291503,-0.75,,0,8,9.999999747378752e-05,,,1.2463358171971444,,90.10879701585328
3,16.752702048717534,0.23,0.24,1,151.91253761291503,152.66253761291503,0.75,,1,8,9.999999747378752e-05,,,0.6047054869904004,,89.80002072324112
3,16.752702048717534,0.23,0.24,1,151.91253761291503,152.66253761291503,0.75,,2,8,9.999999747378752e-05,,,0.6047054869904004,,89.80002072324112
2,16.84949185352476,0.24,0.24,1,151.91253761291503,151.91253761291503,0.0,,3,8,9.999999747378752e-05,,,1.2334710280547854,,89.94301108693399
4,16.607517341506696,0.22,0.24,1,151.91253761291503,153.41253761291503,1.5,,4,8,9.999999747378752e-05,,,-0.2003889441792804,,89.59900528442648
4,16.607517341506696,0.22,0.24,1,151.91253761291503,153.41253761291503,1.5,,5,8,9.999999747378752e-05,,,-0.2003889441792804,,89.59900528442648
3,16.752702048717534,0.23,0.24,1,151.91253761291503,152.66253761291503,0.75,,6,8,9.999999747378752e-05,,,0.6047054869904004,,89.80002072324112
2,16.84949185352476,0.24,0.24,1,151.91253761291503,151.91253761291503,0.0,,7,8,9.999999747378752e-05,,,1.2334710280547854,,89.94301108693399
0,17.07533473140829,0.25,0.24,1,151.91253761291503,150.41253761291503,-1.5,,8,8,9.999999747378752e-05,,,1.147232422649015,,90.27043829654959
2,16.84949185352476,0.24,0.24,1,151.91253761291503,151.91253761291503,0.0,,9,8,9.999999747378752e-05,,,1.2334710280547854,,89.94301108693399
0,17.07533473140829,0.25,0.24,1,151.91253761291503,150.41253761291503,-1.5,,10,8,9.999999747378752e-05,,,1.147232422649015,,90.27043829654959
1,16.950314566865625,0.25,0.24,1,151.91253761291503,151.16253761291503,-0.75,,11,8,9.999999747378752e-05,,,1.2463358171971444,,90.10879701585328
2,16.84949185352476,0.24,0.24,1,151.91253761291503,151.91253761291503,0.0,,12,8,9.999999747378752e-05,,,1.2334710280547854,,89.94301108693399
1,16.950314566865625,0.25,0.24,1,151.91253761291503,151.16253761291503,-0.75,,13,8,9.999999747378752e-05,,,1.2463358171971444,,90.10879701585328
2,16.84949185352476,0.24,0.24,1,151.91253761291503,151.91253761291503,0.0,,14,8,9.999999747378752e-05,,,1.2334710280547854,,89.94301108693399
1,16.950314566865625,0.25,0.24,1,151.91253761291503,151.16253761291503,-0.75,,15,8,9.999999747378752e-05,,,1.2463358171971444,,90.10879701585328
1,16.950314566865625,0.25,0.24,1,151.91253761291503,151.16253761291503,-0.75,1,0,8,9.999999747378752e-05,1.2463358640670776,1.2463358171971444,,0,90.10879701585328
4,16.752702048717534,0.17,0.17,1,151.16253761291503,152.66253761291503,1.5,,0,9,0.0003000000142492354,,,-2.0072945130095996,,89.80002072324112
2,16.950314566865625,0.17,0.17,1,151.16253761291503,151.16253761291503,0.0,,1,9,0.0003000000142492354,,,-1.8056641828028548,,90.10879701585328
0,17.188256170350055,0.21,0.17,1,151.16253761291503,149.66253761291503,-1.5,,2,9,0.0003000000142492354,,,-1.1720360873898974,,90.39685006735053
4,16.752702048717534,0.17,0.17,1,151.16253761291503,152.66253761291503,1.5,,3,9,0.0003000000142492354,,,-2.0072945130095996,,89.80002072324112
3,16.84949185352476,0.17,0.17,1,151.16253761291503,151.91253761291503,0.75,,4,9,0.0003000000142492354,,,-1.9065289719452139,,89.94301108693399
3,16.84949185352476,0.17,0.17,1,151.16253761291503,151.91253761291503,0.75,,5,9,0.0003000000142492354,,,-1.9065289719452139,,89.94301108693399
3,16.84949185352476,0.17,0.17,1,151.16253761291503,151.91253761291503,0.75,,6,9,0.0003000000142492354,,,-1.9065289719452139,,89.94301108693399
2,16.950314566865625,0.17,0.17,1,151.16253761291503,151.16253761291503,0.0,,7,9,0.0003000000142492354,,,-1.8056641828028548,,90.10879701585328
4,16.752702048717534,0.17,0.17,1,151.16253761291503,152.66253761291503,1.5,,8,9,0.0003000000142492354,,,-2.0072945130095996,,89.80002072324112
0,17.188256170350055,0.21,0.17,1,151.16253761291503,149.66253761291503,-1.5,,9,9,0.0003000000142492354,,,-1.1720360873898974,,90.39685006735053
0,17.188256170350055,0.21,0.17,1,151.16253761291503,149.66253761291503,-1.5,,10,9,0.0003000000142492354,,,-1.1720360873898974,,90.39685006735053
0,17.188256170350055,0.21,0.17,1,151.16253761291503,149.66253761291503,-1.5,,11,9,0.0003000000142492354,,,-1.1720360873898974,,90.39685006735053
1,17.07533473140829,0.2,0.17,1,151.16253761291503,150.41253761291503,-0.75,,12,9,0.0003000000142492354,,,-1.1367675773509847,,90.27043829654959
3,16.84949185352476,0.17,0.17,1,151.16253761291503,151.91253761291503,0.75,,13,9,0.0003000000142492354,,,-1.9065289719452139,,89.94301108693399
4,16.752702048717534,0.17,0.17,1,151.16253761291503,152.66253761291503,1.5,,14,9,0.0003000000142492354,,,-2.0072945130095996,,89.80002072324112
0,17.188256170350055,0.21,0.17,1,151.16253761291503,149.66253761291503,-1.5,,15,9,0.0003000000142492354,,,-1.1720360873898974,,90.39685006735053
1,17.188256170350055,0.21,0.17,1,151.16253761291503,149.66253761291503,-1.5,1,12,9,0.0003000000142492354,-1.1367676258087158,-1.1720360873898974,,1,90.39685006735053
3,16.795447521044306,0.24,0.25,2,149.66253761291503,150.41253761291503,0.75,,0,10,9.999999747378752e-05,,,1.0842333896569964,,89.66062365372704
2,16.917259058596805,0.25,0.25,2,149.66253761291503,149.66253761291503,0.0,,1,10,9.999999747378752e-05,,,1.3930723773929565,,89.80946481894073
1,17.077250331800084,0.26,0.25,2,149.66253761291503,148.91253761291503,-0.75,,2,10,9.999999747378752e-05,,,1.0861245475346997,,89.99251171777496
3,16.795447521044306,0.24,0.25,2,149.66253761291503,150.41253761291503,0.75,,3,10,9.999999747378752e-05,,,1.0842333896569964,,89.66062365372704
4,16.677272148791886,0.23,0.25,2,149.66253761291503,151.16253761291503,1.5,,4,10,9.999999747378752e-05,,,0.359312924240082,,89.48959498562435
0,17.248150100903587,0.26,0.25,2,149.66253761291503,148.16253761291503,-1.5,,5,10,9.999999747378752e-05,,,0.987072805485206,,90.14412632084978
2,16.917259058596805,0.25,0.25,2,149.66253761291503,149.66253761291503,0.0,,6,10,9.999999747378752e-05,,,1.3930723773929565,,89.80946481894073
4,16.677272148791886,0.23,0.25,2,149.66253761291503,151.16253761291503,1.5,,7,10,9.999999747378752e-05,,,0.359312924240082,,89.48959498562435
1,17.077250331800084,0.26,0.25,2,149.66253761291503,148.91253761291503,-0.75,,8,10,9.999999747378752e-05,,,1.0861245475346997,,89.99251171777496
4,16.677272148791886,0.23,0.25,2,149.66253761291503,151.16253761291503,1.5,,9,10,9.999999747378752e-05,,,0.359312924240082,,89.48959498562435
4,16.677272148791886,0.23,0.25,2,149.66253761291503,151.16253761291503,1.5,,10,10,9.999999747378752e-05,,,0.359312924240082,,89.48959498562435
4,16.677272148791886,0.23,0.25,2,149.66253761291503,151.16253761291503,1.5,,11,10,9.999999747378752e-05,,,0.359312924240082,,89.48959498562435
