chunk,r_best,r_exec,regret
0,1.1094905138015747,-1.3598737948446173,2.469364308646192
1,1.2525242567062378,0.8551326960610746,0.39739156064516323
2,1.262346540266579,-0.09394856155597173,1.3562951018225506
3,0.627730667591095,-1.0233872088559246,1.6511178764470196
4,1.268551355712769,-0.08378192682198543,1.3523332825347545
5,0.7765510086336174,-0.33029024594609335,1.1068412545797108
6,1.4168195724487305,0.6298855459778518,0.7869340264708786
7,1.258440027423887,0.3993269635363871,0.8591130638874999
8,1.420853640741281,0.48866121262451445,0.9321924281167666
9,1.4200078666309413,0.5078673122908783,0.9121405543400629
10,1.4200076100352468,-0.18130163991499626,1.601309249950243
11,1.418440510470301,-0.9483041705668726,2.3667446810371735
12,1.2600923776626587,0.1938425663106096,1.066249811352049
13,1.420420560992148,1.0119095179605646,0.4085110430315835
14,1.2619544667155398,0.24685563490959947,1.0150988318059404
15,1.420420560992148,0.6533345126795245,0.7670860483126236
16,1.2716037034988403,-1.0096858970118414,2.2812896005106817
17,1.263457238607509,-0.730688901361035,1.994146139968544
18,1.4221239588450576,0.045441624570838446,1.3766823342742192
19,1.1121768951416016,-0.8409753399758213,1.9531522351174229
20,0.2248421609401703,-0.2865423328985688,0.5113844938387391
21,1.426471471786499,0.5918923340742323,0.8345791377122668
22,1.2633705139160156,-0.4986072468014419,1.7619777607174576
23,1.2656269073486328,0.3536156376930239,0.9120112696556089
24,1.2768391370773315,0.038266942477474086,1.2385721945998576
25,1.4231262497673018,0.37339672055735007,1.0497295292099518
26,1.4263581037521362,-0.5238567872577589,1.950214891009895
27,1.4255528450012207,0.9005546523666214,0.5249981926345993
28,1.427877426147461,0.12806953460952822,1.2998078915379327
29,1.429431676864624,-0.13660497985795433,1.5660366567225783
30,0.8743579626465472,-0.42971540233742445,1.3040733649839718
31,1.2694320796079224,-0.5212012589399073,1.7906333385478297
32,1.276145260588459,-0.5984685001115047,1.8746137606999635
33,0.8735527992248535,-0.6316127936659071,1.5051655928907606
34,0.784799337387085,-0.6807581365426383,1.4655574739297232
35,1.4271171215939449,0.12418526533762968,1.3029318562563152
36,0.7900573306996398,-0.6665346827566188,1.4565920134562584
37,1.2685777004927643,-0.10880814702420238,1.3773858475169667
38,1.274628758430481,-0.7083720328396883,1.9830007912701693
39,-0.1668732839754592,-0.9812745282347178,0.8144012442592586
40,1.4331268072128296,0.39692757877820584,1.0361992284346238
41,1.2731268405914309,1.1049037820807022,0.16822305851072872
42,1.433818615792246,-0.23815883163763343,1.6719774474298794
43,1.4338226337369426,-0.11815481303534522,1.5519774467722878
44,-0.0155665483325719,-0.7003518523130654,0.6847853039804935
45,1.2854444007112522,0.20051535496497067,1.0849290457462815
46,1.274922013282776,-0.6174713752322128,1.8923933885149888
47,1.284704589604837,-0.15591400403068073,1.4406185936355178
48,1.434190534462048,0.17918346901026774,1.2550070654517802
